id_aset_lama,nama_aset_lama,kategori,tipe,id_aset_baru,tanggal_penggantian,alasan_penggantian,biaya_penggantian
36619,SAM-YY6I-36619,Mechanical,AC Split,97259,2023-01-15,Sudah obsolete,4060000
48185,SAM-4YYB-48185,Mechanical,AC Split,89622,2023-01-15,Tidak ada spare part,30190000
19791,GRE-LMKJ-19791,Mechanical,AC Split,97731,2024-01-15,Kontrak maintenance habis,21620000
44309,MET-DM76-44309,Pencatatan Meter,Meter PDAM,50370,2025-01-15,Kontrak maintenance habis,92230000
20984,DEU-QG1X-20984,Mechanical,Genset Diesel,89798,2019-02-15,Standar keamanan baru,52950000
34264,PES-KBO6-34264,Sistem Telekomunikasi Gedung,Pesawat Telepon,76114,2023-02-15,Upgrade kapasitas,44930000
25616,FCU-M2P2-25616,Mechanical,FCU,54781,2025-02-15,Standar keamanan baru,52020000
28794,SPE-UQCO-28794,Sistem Telekomunikasi Gedung,Speaker,78869,2024-03-15,Kerusakan fatal tidak ekonomis diperbaiki,52530000
39452,HIK-DUWP-39452,Security Sistem,DVR CCTV,53118,2024-03-15,Upgrade kapasitas,86990000
39575,DIN-7ERS-39575,Civil,Dinding Tembok/Mansonry,58466,2024-03-15,Upgrade kapasitas,16710000
58108,KRI-K7B0-58108,Ventilasi Sistem,Exhaust Fan,65499,2025-03-15,Sudah obsolete,52210000
29813,DIN-L6K4-29813,Civil,Dinding Tembok/Mansonry,85977,2024-04-15,Kontrak maintenance habis,37900000
11678,PAN-W9A0-11678,Electrical,Panel UPS,67474,2024-04-15,Standar keamanan baru,87350000
59192,LAN-PLVG-59192,Sistem Telekomunikasi Gedung,LAN (Local Area Network),72385,2025-04-15,Kontrak maintenance habis,37250000
60344,GRU-BMQD-60344,Mechanical,Pompa Boster,88943,2024-05-15,Upgrade kapasitas,20370000
28934,KRI-ZLYE-28934,Ventilasi Sistem,Exhaust Fan,99639,2024-05-15,Upgrade kapasitas,86520000
57860,LAM-PA47-57860,Electrical,Lampu TL LED,88768,2024-05-15,Kerusakan fatal tidak ekonomis diperbaiki,88110000
1147,GRE-SRS8-1147,Mechanical,AC Split,99744,2024-05-15,Efisiensi energi,86450000
35045,NOZ-TL60-35045,Sistem Pemadam Kebakaran,Nozzle,89445,2021-06-15,Kerusakan fatal tidak ekonomis diperbaiki,87500000
51012,MIT-8O75-51012,Mechanical,AC Cassette,69535,2021-06-15,Kontrak maintenance habis,23090000
4161,SHA-26Y7-4161,Mechanical,AC Split,51241,2021-06-15,Upgrade kapasitas,17150000
12100,PEM-JE77-12100,Plumbing,Pemipaan Air Bersih,66614,2022-06-15,Usia pakai habis,42520000
39818,HIK-7H2E-39818,Security Sistem,Kamera CCTV,95826,2025-06-15,Tidak ada spare part,66910000
30559,SAM-XVLU-30559,Mechanical,AC Split,74356,2025-06-15,Upgrade kapasitas,61630000
18654,LG-3Z7A-18654,Mechanical,AC Split,95636,2024-07-15,Upgrade kapasitas,70350000
35877,PIN-VAU0-35877,Arsitektur,Pintu Kayu/HPL,62809,2024-07-15,Kerusakan fatal tidak ekonomis diperbaiki,41630000
36252,SHA-XN9N-36252,Mechanical,AC Split,55162,2025-07-15,Kerusakan fatal tidak ekonomis diperbaiki,71090000
21153,APA-CA8M-21153,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,63324,2025-07-15,Kontrak maintenance habis,93450000
59598,MEJ-VCJ1-59598,Arsitektur,Meja kerja,69193,2021-08-15,Tidak ada spare part,35060000
164,DIE-IYQF-0164,Sistem Pemadam Kebakaran,Diesel Fire Pump,68070,2024-08-15,Standar keamanan baru,32830000
49784,PIN-GGNM-49784,Arsitektur,Pintu Kaca Hidrolik,88839,2024-08-15,Usia pakai habis,9900000
34867,JET-E6HT-34867,Plumbing,Jet Shower,71975,2025-08-15,Tidak ada spare part,93920000
10658,GRE-9FLJ-10658,Mechanical,AC Split,50130,2019-09-15,Tidak ada spare part,60640000
6595,MIT-KNJS-6595,Mechanical,AC Split,66588,2024-09-15,Tidak ada spare part,67220000
49265,PAM-ZSK8-49265,Distribusi Air,PAM,65405,2024-09-15,Efisiensi energi,5620000
38281,DAI-HE6G-38281,Mechanical,AC Split,71098,2025-09-15,Tidak ada spare part,45400000
30022,ROO-JJF3-30022,Plumbing,Rooftank,75554,2020-10-15,Upgrade kapasitas,95660000
6201,MIT-FVDQ-6201,Mechanical,AC Split,97841,2024-10-15,Sudah obsolete,85650000
4435,PER-I0QI-4435,Mechanical,Genset Diesel,73964,2025-10-15,Upgrade kapasitas,19340000
25133,GRE-6JKL-25133,Mechanical,AC Split,53148,2025-10-15,Efisiensi energi,84680000
7836,DIN-S420-7836,Civil,Dinding Kaca Tempered,95506,2025-10-15,Kerusakan fatal tidak ekonomis diperbaiki,84460000
32383,GRE-YAGU-32383,Mechanical,AC Split,88138,2022-11-15,Standar keamanan baru,49540000
23132,LAM-RKR5-23132,Electrical,Lampu Downlight,71781,2024-11-15,Upgrade kapasitas,40500000
897,LAN-5S21-0897,Civil,Lantai Karpet,54680,2024-11-15,Kontrak maintenance habis,30440000
49530,NOH-PSNP-49530,Sistem Proteksi Kebakaran Aktif,Smoke Detector,76027,2024-11-15,Efisiensi energi,66880000
3055,MIT-74VM-3055,Mechanical,AC Cassette,93194,2021-12-15,Kontrak maintenance habis,57230000
30209,PIN-W7GO-30209,Arsitektur,Pintu Kayu/HPL,81363,2024-12-15,Efisiensi energi,31270000
18930,HON-ZIRM-18930,Mechanical,Genset Bensin,79961,2025-12-15,Upgrade kapasitas,58880000
53578,PLA-AX7R-53578,Arsitektur,Plafon Gypsum / GRC,75138,2024-01-16,Efisiensi energi,63960000
49383,HOC-CVHX-49383,Sistem Proteksi Kebakaran Aktif,Smoke Detector,52894,2024-01-16,Kontrak maintenance habis,14680000
16840,APA-1H9T-16840,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,70098,2025-01-16,Standar keamanan baru,79890000
2960,AMP-Q3Q5-2960,Sistem Telekomunikasi Gedung,Amplifier,70011,2020-02-16,Efisiensi energi,88810000
30657,APA-EAO3-30657,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,72996,2022-02-16,Upgrade kapasitas,70720000
45735,LAM-I4RH-45735,Electrical,Lampu Neon Sign,54923,2023-02-16,Efisiensi energi,13240000
35516,PAN-SENK-35516,Ventilasi Sistem,Exhaust Fan,79186,2024-02-16,Kerusakan fatal tidak ekonomis diperbaiki,20830000
60976,DIN-999X-60976,Civil,Dinding Tembok/Mansonry,88641,2024-02-16,Tidak ada spare part,27810000
20649,GRE-5WMH-20649,Mechanical,AC Split,79717,2024-02-16,Sudah obsolete,53290000
25116,PAN-2Y2N-25116,Mechanical,AC Split,97448,2025-02-16,Kontrak maintenance habis,52820000
58116,PAN-LDKE-58116,Ventilasi Sistem,Exhaust Fan,72017,2025-02-16,Kerusakan fatal tidak ekonomis diperbaiki,71260000
5904,HIK-FUPR-5904,Security Sistem,Monitor CCTV,63859,2025-02-16,Upgrade kapasitas,10330000
12455,AXI-XJO6-12455,Security Sistem,Kamera CCTV,77901,2021-03-16,Tidak ada spare part,8060000
54200,DIN-F9BN-54200,Civil,Dinding Keramik/Mozaik,83714,2023-03-16,Sudah obsolete,23870000
31787,PIN-XHZL-31787,Arsitektur,Pintu Kayu/HPL,99641,2024-03-16,Efisiensi energi,14480000
54522,AME-FOG1-54522,Plumbing,Wastafel,58804,2025-03-16,Tidak ada spare part,70050000
51388,MON-WYYP-51388,Sistem Telekomunikasi Gedung,Monitor/Layar,95588,2023-04-16,Sudah obsolete,2600000
39926,LEM-QIGC-39926,Arsitektur,Lemari/Loker,53888,2023-04-16,Tidak ada spare part,50830000
41514,MEJ-C4TK-41514,Arsitektur,Meja kerja,96748,2025-04-16,Usia pakai habis,51060000
57019,KUS-2GF6-57019,Arsitektur,Kusen Jendela Berbahan Alumunium,52858,2022-05-16,Kerusakan fatal tidak ekonomis diperbaiki,89500000
54513,KUS-0U5A-54513,Arsitektur,Kusen Jendela Berbahan Kayu,58369,2022-05-16,Kerusakan fatal tidak ekonomis diperbaiki,24670000
14907,SAM-0JZY-14907,Mechanical,AC Split,58021,2024-05-16,Efisiensi energi,30980000
28978,SDP-LOIB-28978,Electrical,SDP,92283,2024-05-16,Sudah obsolete,5880000
56901,CAT-DLPM-56901,Mechanical,Genset Diesel,96576,2024-05-16,Usia pakai habis,85820000
6864,SAM-FTM6-6864,Mechanical,AC Split,85316,2025-05-16,Usia pakai habis,62180000
57363,CON-XT73-57363,Electrical,Control Panel AC,69935,2025-05-16,Kerusakan fatal tidak ekonomis diperbaiki,56340000
52882,DIN-V6IQ-52882,Civil,Dinding Tembok/Mansonry,81614,2020-06-16,Upgrade kapasitas,81280000
16589,LAM-L2OF-16589,Electrical,Lampu Wall sign,93155,2024-06-16,Efisiensi energi,6630000
27084,LAM-K4UM-27084,Electrical,Lampu Downlight,76756,2024-06-16,Tidak ada spare part,41280000
6799,HIK-ZVKF-6799,Security Sistem,DVR CCTV,90217,2024-06-16,Standar keamanan baru,3000000
28728,LAM-EOW4-28728,Electrical,Lampu LED,61486,2025-06-16,Sudah obsolete,41070000
22896,SAM-AGN3-22896,Mechanical,AC Split,87227,2022-07-16,Tidak ada spare part,29940000
5967,MIT-E36E-5967,Mechanical,AC Split,56258,2022-07-16,Efisiensi energi,53170000
46803,PAG-VC3A-46803,Arsitektur,Pagar Besi,79966,2024-07-16,Usia pakai habis,37720000
44756,MDP-LKAU-44756,Electrical,MDP,91884,2022-08-16,Kontrak maintenance habis,67850000
28693,DAH-IA6G-28693,Security Sistem,Kamera CCTV,59135,2024-08-16,Upgrade kapasitas,22290000
57039,KUS-0C0G-57039,Arsitektur,Kusen Jendela Berbahan Alumunium,98696,2024-08-16,Kontrak maintenance habis,15830000
56100,DIN-XIPC-56100,Civil,Dinding Tembok/Mansonry,79415,2024-08-16,Usia pakai habis,27310000
51118,BOS-MYZ8-51118,Security Sistem,Kamera CCTV,96530,2022-09-16,Standar keamanan baru,23460000
57814,PAG-1O5H-57814,Arsitektur,Pagar Besi,65482,2023-09-16,Upgrade kapasitas,73420000
35976,HIK-V4J1-35976,Security Sistem,Kamera CCTV,58021,2024-09-16,Sudah obsolete,11890000
49923,LAM-WGJ2-49923,Electrical,Lampu LED Downlight,94878,2025-09-16,Kontrak maintenance habis,29150000
57754,APA-W2WJ-57754,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,85542,2025-09-16,Standar keamanan baru,7760000
13553,LG-D2S0-13553,Mechanical,AC Split,73442,2021-10-16,Sudah obsolete,37930000
18034,LG-S6WL-18034,Mechanical,AC Split,95190,2023-10-16,Usia pakai habis,4940000
12563,DAH-5IGJ-12563,Security Sistem,Kamera CCTV,84129,2024-10-16,Sudah obsolete,74920000
48083,SAM-X5RI-48083,Mechanical,AC Split,62177,2024-10-16,Sudah obsolete,11170000
19438,HIK-4IX5-19438,Security Sistem,DVR CCTV,54257,2025-10-16,Efisiensi energi,22470000
52797,LEM-ABM2-52797,Arsitektur,Lemari/Loker,80284,2019-11-16,Kerusakan fatal tidak ekonomis diperbaiki,15750000
48562,LAN-041J-48562,Civil,Lantai Beton,83756,2023-11-16,Sudah obsolete,81050000
41521,INA-E4IC-41521,Plumbing,Wastafel,92167,2024-11-16,Standar keamanan baru,77390000
19443,PES-PFCX-19443,Sistem Telekomunikasi Gedung,Pesawat Telepon,88949,2025-11-16,Sudah obsolete,48390000
59320,PES-YWQN-59320,Sistem Telekomunikasi Gedung,Pesawat Telepon,74238,2021-12-16,Sudah obsolete,83240000
36974,PIN-W3G8-36974,Arsitektur,Pintu Kayu/HPL,81370,2023-12-16,Kerusakan fatal tidak ekonomis diperbaiki,27650000
55870,LAM-K9PQ-55870,Electrical,Lampu TL LED,90597,2024-12-16,Tidak ada spare part,83310000
4291,MIT-8DHX-4291,Mechanical,AC Split,77760,2025-12-16,Usia pakai habis,15890000
41509,SDP-EVTQ-41509,Electrical,SDP,70235,2025-12-16,Kontrak maintenance habis,51530000
38251,SAM-IXJI-38251,Mechanical,AC Split,56577,2025-12-16,Upgrade kapasitas,49080000
28574,HIK-GJZ8-28574,Security Sistem,Kamera CCTV,87512,2021-01-17,Sudah obsolete,17040000
5006,GRE-6TUX-5006,Mechanical,AC Split,65690,2024-01-17,Standar keamanan baru,51080000
37138,LAM-1IEJ-37138,Electrical,Lampu Downlight,71764,2025-01-17,Sudah obsolete,27240000
23366,KDK-P1XT-23366,Ventilasi Sistem,Exhaust Fan,51115,2025-01-17,Kerusakan fatal tidak ekonomis diperbaiki,89410000
3933,WIR-PCYD-3933,Electrical,Wiring System (Sistem Instalasi Kabel),64191,2020-02-17,Sudah obsolete,16660000
15039,APA-9ZQ0-15039,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,95345,2021-02-17,Usia pakai habis,29820000
49180,UNI-GV0R-49180,Electrical,Uninterruptible Power Supply,96141,2022-02-17,Efisiensi energi,62590000
35635,JET-TAPZ-35635,Plumbing,Jet Shower,62489,2025-02-17,Tidak ada spare part,13740000
20067,LAM-97IM-20067,Electrical,Lampu LED,97694,2025-02-17,Sudah obsolete,10580000
57289,DIN-20YS-57289,Civil,"Dinding Partisi, GRC / Gypsum",59943,2025-02-17,Sudah obsolete,83190000
9,PER-58KX-0009,Mechanical,Genset Diesel,50120,2025-02-17,Standar keamanan baru,93770000
9032,PAN-CVFT-9032,Ventilasi Sistem,Exhaust Fan,64138,2021-03-17,Upgrade kapasitas,63510000
21515,AME-FWUW-21515,Plumbing,Wastafel,57120,2022-03-17,Efisiensi energi,43310000
23433,DAI-40GW-23433,Mechanical,AC Split,80112,2024-03-17,Tidak ada spare part,38580000
31343,DAI-RACM-31343,Mechanical,AC Split,96702,2024-03-17,Upgrade kapasitas,4910000
25398,BOS-MTHV-25398,Security Sistem,Kamera CCTV,77783,2024-03-17,Tidak ada spare part,56040000
7264,TOT-50HY-7264,Plumbing,Wastafel,60333,2025-03-17,Sudah obsolete,35130000
60042,LAM-3FB8-60042,Electrical,Lampu Wall sign,97781,2025-03-17,Standar keamanan baru,82520000
29217,LAM-Z2NT-29217,Electrical,Lampu Downlight,95021,2023-04-17,Tidak ada spare part,94550000
58058,MEJ-P9XT-58058,Arsitektur,Meja kerja,90059,2024-04-17,Kerusakan fatal tidak ekonomis diperbaiki,79270000
20206,PAN-1EG0-20206,Ventilasi Sistem,Exhaust Fan,81983,2024-04-17,Sudah obsolete,75070000
42718,ROO-MEI2-42718,Distribusi Air,Roof Tank,56772,2025-04-17,Kontrak maintenance habis,83340000
173,CON-696D-0173,Electrical,Control Panel Penerangan,60017,2019-05-17,Kerusakan fatal tidak ekonomis diperbaiki,25480000
44564,APA-XI4Y-44564,Sistem Pemadam Kebakaran,APAR Halon,61455,2024-05-17,Tidak ada spare part,81180000
16936,MET-PURP-16936,Pencatatan Meter,Meter PDAM,81700,2024-05-17,Upgrade kapasitas,90050000
29080,TOT-JVNM-29080,Plumbing,Kran Air,85262,2025-05-17,Upgrade kapasitas,27090000
21869,HON-3R4T-21869,Security Sistem,DVR CCTV,72649,2022-06-17,Upgrade kapasitas,54900000
41539,SDP-H9RC-41539,Electrical,SDP,65127,2023-06-17,Sudah obsolete,74690000
41682,LAN-IZ30-41682,Civil,Lantai Keramik,55850,2024-06-17,Usia pakai habis,52250000
51296,BEL-M51K-51296,Sistem Proteksi Kebakaran Aktif,Bell Alarm,86916,2024-06-17,Usia pakai habis,52470000
39990,SHA-OB9Q-39990,Mechanical,AC Split,69806,2024-06-17,Sudah obsolete,64230000
56287,KUR-T7M1-56287,Arsitektur,Kursi,61486,2025-06-17,Kerusakan fatal tidak ekonomis diperbaiki,21370000
37715,LAM-DXAS-37715,Electrical,Lampu LED Downlight,89887,2025-06-17,Kontrak maintenance habis,54240000
21395,SDP-WLJA-21395,Electrical,SDP,76923,2021-07-17,Kontrak maintenance habis,86120000
25405,LAN-CTZL-25405,Civil,Lantai Granit,66158,2024-07-17,Kerusakan fatal tidak ekonomis diperbaiki,5790000
13109,APA-NEDH-13109,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,62005,2024-07-17,Efisiensi energi,57990000
18604,TOT-4EQV-18604,Plumbing,Kran Air,83939,2024-07-17,Upgrade kapasitas,24220000
6708,ROO-QEMD-6708,Plumbing,Rooftank,96813,2024-07-17,Sudah obsolete,41630000
36752,SHA-7ML9-36752,Mechanical,AC Split,57647,2024-07-17,Tidak ada spare part,37390000
38750,DIN-R101-38750,Civil,Dinding Tembok/Mansonry,91964,2025-07-17,Upgrade kapasitas,67200000
51076,AXI-RGUY-51076,Security Sistem,Kamera CCTV,94127,2019-08-17,Usia pakai habis,72990000
57639,LAN-3IZ4-57639,Civil,Lantai Vinyl,89166,2023-08-17,Efisiensi energi,78880000
25344,GRE-DIAN-25344,Mechanical,AC Split,62712,2023-08-17,Usia pakai habis,91360000
13878,LG-3CDO-13878,Security Sistem,Monitor CCTV,69940,2024-08-17,Upgrade kapasitas,20750000
30728,DIN-T63X-30728,Civil,Dinding Tembok/Mansonry,84227,2025-08-17,Efisiensi energi,20760000
44188,KLO-BZWQ-44188,Plumbing,Kloset,80759,2022-09-17,Kontrak maintenance habis,36000000
56828,PLA-RM3B-56828,Arsitektur,Plafon Gypsum / GRC,69317,2023-09-17,Kerusakan fatal tidak ekonomis diperbaiki,76130000
53497,KUR-SWJJ-53497,Arsitektur,Kursi,52905,2023-09-17,Usia pakai habis,77170000
40350,DIN-TCGG-40350,Civil,Dinding Kaca Tempered,67945,2024-09-17,Efisiensi energi,24300000
25426,DAH-D4O5-25426,Security Sistem,Kamera CCTV,86283,2024-09-17,Tidak ada spare part,93990000
37386,SHA-DB19-37386,Mechanical,AC Split,62718,2025-09-17,Standar keamanan baru,65990000
61162,LAN-4DH1-61162,Arsitektur,Lantai Parkir Beton,61986,2025-09-17,Kerusakan fatal tidak ekonomis diperbaiki,85840000
55293,KRI-13UT-55293,Ventilasi Sistem,Exhaust Fan,68673,2025-09-17,Usia pakai habis,12470000
3760,APA-8HSM-3760,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,98934,2025-10-17,Tidak ada spare part,56200000
5092,SAM-VMC6-5092,Mechanical,AC Split,86464,2022-11-17,Efisiensi energi,38890000
20221,PAN-0ZQ8-20221,Electrical,Panel UPS,59155,2024-11-17,Sudah obsolete,14560000
51120,PIN-JTYM-51120,Arsitektur,Pintu Kayu/HPL,59179,2024-11-17,Sudah obsolete,36010000
17424,APA-EZZP-17424,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,61724,2024-11-17,Sudah obsolete,72540000
35382,MEJ-N9C7-35382,Arsitektur,Meja kerja,70128,2025-11-17,Kerusakan fatal tidak ekonomis diperbaiki,9080000
49960,PEM-8MED-49960,Plumbing,Pemipaan Air Bersih,85436,2025-11-17,Sudah obsolete,98560000
41381,LVM-JNQI-41381,Electrical,LVMDP,58473,2025-11-17,Upgrade kapasitas,8070000
2710,LG-7QXJ-2710,Mechanical,AC Split,60285,2022-12-17,Tidak ada spare part,59530000
47490,PAN-6N7L-47490,Mechanical,AC Split,69058,2022-12-17,Standar keamanan baru,61980000
27807,JET-AAF5-27807,Plumbing,Jet Shower,50392,2025-12-17,Upgrade kapasitas,24260000
27793,SDP-OI3J-27793,Electrical,SDP,62751,2022-01-18,Sudah obsolete,6170000
13173,SDP-6DMK-13173,Electrical,SDP,98415,2023-01-18,Efisiensi energi,70580000
33041,PLA-NRRT-33041,Arsitektur,Plafon Gypsum / GRC,85147,2023-01-18,Tidak ada spare part,75220000
35389,MEJ-XDFF-35389,Arsitektur,Meja kerja,99472,2025-01-18,Kontrak maintenance habis,78500000
29407,PAN-OUU7-29407,Mechanical,AC Split,60915,2025-01-18,Kerusakan fatal tidak ekonomis diperbaiki,26590000
19022,PAB-5Q5L-19022,Sistem Telekomunikasi Gedung,PABX,80748,2020-02-18,Kerusakan fatal tidak ekonomis diperbaiki,15500000
26851,LAM-TNE4-26851,Electrical,Lampu Downlight,50479,2020-02-18,Efisiensi energi,28970000
3600,MIT-0QNE-3600,Mechanical,AC Split,98133,2023-02-18,Kontrak maintenance habis,17010000
31022,SIE-8ZDS-31022,Sistem Proteksi Kebakaran Aktif,Smoke Detector,56974,2024-02-18,Efisiensi energi,45680000
23378,LVM-GKDB-23378,Electrical,LVMDP,56488,2025-02-18,Usia pakai habis,18090000
51747,APA-7D9I-51747,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,51060,2019-03-18,Usia pakai habis,3910000
8715,URI-IYOJ-8715,Plumbing,Urinal,66701,2023-03-18,Kerusakan fatal tidak ekonomis diperbaiki,95340000
34299,PIN-ZW86-34299,Arsitektur,Pintu Kaca Hidrolik,55165,2024-03-18,Standar keamanan baru,39190000
15125,GRU-CC6R-15125,Mechanical,Pompa Transfer,92680,2024-03-18,Usia pakai habis,80740000
57304,KUS-P3PJ-57304,Arsitektur,Kusen Jendela Berbahan Besi/Baja,95046,2025-03-18,Standar keamanan baru,82000000
2634,DAI-VQGU-2634,Mechanical,AC Split,93116,2022-04-18,Usia pakai habis,20470000
18240,GRO-ZPHQ-18240,Distribusi Air,Ground Water Tank,67519,2021-05-18,Standar keamanan baru,70550000
12689,SAM-MTA6-12689,Mechanical,AC Split,84274,2022-05-18,Usia pakai habis,42790000
33485,KLO-LVWG-33485,Plumbing,Kloset,53311,2024-05-18,Standar keamanan baru,53210000
53884,LAM-N9Q6-53884,Electrical,Lampu Downlight,76102,2025-05-18,Usia pakai habis,84420000
11305,MIT-A92I-11305,Mechanical,AC Split,68597,2025-05-18,Upgrade kapasitas,23940000
29431,DAI-1V57-29431,Mechanical,AC Split,78131,2022-06-18,Usia pakai habis,67360000
33504,SHA-2YTA-33504,Mechanical,AC Split,99651,2024-06-18,Kontrak maintenance habis,13030000
48870,CON-1C1T-48870,Electrical,Control Panel AC,56817,2024-06-18,Usia pakai habis,22200000
52392,DIN-Y3Z4-52392,Civil,Dinding Tembok/Mansonry,99614,2025-06-18,Usia pakai habis,38430000
59495,MET-S76D-59495,Pencatatan Meter,Meter PLN,93322,2024-07-18,Usia pakai habis,96980000
36220,PAN-W534-36220,Mechanical,AC Cassette,65276,2024-07-18,Upgrade kapasitas,6000000
43666,MDP-N8LY-43666,Electrical,MDP,50490,2023-08-18,Tidak ada spare part,39780000
1083,SAM-1630-1083,Mechanical,AC Split,62722,2023-08-18,Standar keamanan baru,79620000
47859,PAN-4XOY-47859,Mechanical,AC Split,60694,2025-08-18,Efisiensi energi,52230000
1639,PAN-75PS-1639,Mechanical,AC Split,95544,2019-09-18,Kontrak maintenance habis,41020000
60887,APA-ZPJA-60887,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,72356,2019-09-18,Efisiensi energi,53220000
34417,AUT-9NYD-34417,Electrical,Automatic Transfer Switch (ATS Panel),85053,2020-09-18,Kontrak maintenance habis,52430000
23184,LAM-GLRW-23184,Electrical,Lampu LED,68316,2021-09-18,Efisiensi energi,98040000
52976,MET-RLGO-52976,Pencatatan Meter,Meter PDAM,64271,2022-09-18,Efisiensi energi,59820000
6594,DIN-7FA5-6594,Civil,Dinding Tembok/Mansonry,89777,2024-09-18,Kontrak maintenance habis,23810000
60080,DIN-LVW6-60080,Civil,"Dinding Partisi, GRC / Gypsum",63341,2023-10-18,Standar keamanan baru,37570000
22580,PIN-1KI2-22580,Arsitektur,Pintu Kayu/HPL,79720,2023-10-18,Efisiensi energi,60510000
39635,ATA-UZRL-39635,Civil,Atap Genteng,81488,2024-10-18,Usia pakai habis,15690000
39094,MEJ-DLUC-39094,Arsitektur,Meja kerja,65572,2024-10-18,Upgrade kapasitas,71290000
20228,LG-689J-20228,Mechanical,AC Split,95307,2025-10-18,Tidak ada spare part,17650000
34386,PIN-XRVE-34386,Arsitektur,Pintu Kayu/HPL,80272,2025-10-18,Usia pakai habis,3160000
6032,SAM-58VP-6032,Mechanical,AC Split,69476,2021-11-18,Tidak ada spare part,47260000
60992,LAM-ZGOM-60992,Electrical,Lampu TL LED,66400,2022-11-18,Kerusakan fatal tidak ekonomis diperbaiki,94020000
43675,LAM-YM51-43675,Electrical,Lampu Wall sign,88043,2022-11-18,Kontrak maintenance habis,2170000
50992,PAB-KOOV-50992,Sistem Telekomunikasi Gedung,PABX,76951,2024-11-18,Efisiensi energi,32640000
32104,LAM-XMRW-32104,Electrical,Lampu LED Bulb,64142,2025-11-18,Upgrade kapasitas,17690000
27398,SAM-K4NN-27398,Mechanical,AC Split,50373,2022-12-18,Tidak ada spare part,9820000
26815,DAI-OWNV-26815,Mechanical,AC Split,76175,2023-12-18,Kontrak maintenance habis,40690000
26473,FCU-HNSX-26473,Mechanical,FCU,68056,2024-12-18,Usia pakai habis,61530000
4182,KDK-948I-4182,Ventilasi Sistem,Exhaust Fan,94305,2024-12-18,Standar keamanan baru,90880000
39996,SHI-KZ7T-39996,Mechanical,Pompa Air Tanah,87776,2025-12-18,Efisiensi energi,82500000
7830,SAM-KSPK-7830,Mechanical,AC Split,80914,2023-01-19,Standar keamanan baru,54010000
49631,LAM-21EK-49631,Electrical,Lampu LED Bulb,76709,2024-01-19,Efisiensi energi,69620000
52838,DIN-N4ZS-52838,Civil,"Dinding Partisi, GRC / Gypsum",57452,2024-01-19,Kontrak maintenance habis,72490000
48505,DAI-2WWS-48505,Mechanical,AC Split,67011,2025-01-19,Kontrak maintenance habis,21670000
33189,PLA-LRFV-33189,Arsitektur,Plafon,74357,2025-01-19,Tidak ada spare part,98820000
38577,LG-ULV4-38577,Mechanical,AC Cassette,80227,2025-01-19,Efisiensi energi,89830000
19837,MON-1EJR-19837,Sistem Telekomunikasi Gedung,Monitor/Layar,83296,2025-01-19,Tidak ada spare part,13620000
26706,SHA-LTN9-26706,Mechanical,AC Split,96169,2024-02-19,Standar keamanan baru,31800000
29086,PES-VGL7-29086,Sistem Telekomunikasi Gedung,Pesawat Telepon,55173,2025-02-19,Tidak ada spare part,21460000
50609,JET-7AB1-50609,Plumbing,Jet Shower,75530,2025-02-19,Kontrak maintenance habis,74430000
36191,DAH-9QNR-36191,Security Sistem,Kamera CCTV,79130,2021-03-19,Tidak ada spare part,7890000
51276,LAN-L1Q1-51276,Civil,Lantai Granit,68462,2024-03-19,Kerusakan fatal tidak ekonomis diperbaiki,52430000
29597,DIN-F58W-29597,Civil,Dinding Tembok/Mansonry,80432,2024-03-19,Kerusakan fatal tidak ekonomis diperbaiki,87160000
47104,APA-6F5X-47104,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,86970,2025-03-19,Standar keamanan baru,58050000
18702,PAN-1XQP-18702,Mechanical,AC Cassette,88807,2025-03-19,Standar keamanan baru,78010000
58424,LAM-TE99-58424,Electrical,Lampu LED Bulb,66559,2024-04-19,Usia pakai habis,73510000
50856,PIN-KDY6-50856,Arsitektur,Pintu Kaca Hidrolik,97000,2024-04-19,Sudah obsolete,56480000
2888,LAM-0TMT-2888,Electrical,Lampu LED,57130,2024-04-19,Efisiensi energi,60690000
57533,PAN-326L-57533,Electrical,Panel UPS,95169,2024-04-19,Upgrade kapasitas,31490000
60404,LAM-00ZE-60404,Electrical,Lampu LED Downlight,97726,2024-04-19,Kerusakan fatal tidak ekonomis diperbaiki,95280000
38585,DIN-5X1F-38585,Civil,Dinding Tembok/Mansonry,94337,2025-04-19,Tidak ada spare part,51460000
5647,PAN-X32V-5647,Electrical,Panel UPS,84041,2023-05-19,Standar keamanan baru,24330000
17538,FIN-1RO6-17538,Security Sistem,Fingerprint,78559,2024-05-19,Kontrak maintenance habis,50150000
19673,ROO-324U-19673,Distribusi Air,Roof Tank,76650,2025-05-19,Tidak ada spare part,74100000
